Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
scr1_fname,screen_1_interview,,text,What is your FIRST name?,,,,,,y,[scr1_eligibility] = '1' and [scr1_prescr_consent] = '1' and ([scr1_hth1] = '0' or [scr1_hth1] = '997') and (([scr1_auto_age] > 18 or [scr1_auto_age] = 18) and ([scr1_auto_age] < 65 or [scr1_auto_age] = 65)) and ([scr1_livingin] = '0' or [scr1_livingin] = '1' or [scr1_livingin] = '2' or [scr1_livingin] = '3' or [scr1_livingin] = '4' or [scr1_livingin] = '5') and [scr1_leave] != '1' and (([scr1_race(c)] = '1' or [scr1_ethnicity] = '1') or (([scr1_race(c)] = '1') and ([scr1_race(a)] = '1' or [scr1_race(b)] = '1' or [scr1_race(d)] = '1' or [scr1_race(e)] = '1' or [scr1_race(f)] = '1' or [scr1_race(g)] = '1'))) and [scr1_lang] = '1' and [scr1_hivstat] = '1' and [scr1_firsthiv_6mths] != '1' and [scr1_lang] = '1' and [scr1_hivstat] = '1' and [scr1_firsthiv_6mths] != '1' and ([scr1_meds_past6wks] = '0' or ([scr1_meds_past6wks_q1] >= 0 and [scr1_meds_past6wks_q1] <= 50)) and ([scr1_provider] = '0' or (([scr1_firsthiv_recently] = '1' and ([scr1_appts] = 0 or [scr1_appts_miss_recently] > '0')) or ([scr1_firsthiv_recently] = '0' and ([scr1_appts] < 3 or [scr1_appts_apart] = '0' or [scr1_appts_miss_year] > '1')))) and ([scr1_noises] = '0' or [scr1_noises] = '1' or [scr1_noises] = '2') and [scr1_ineligibles] = '5',y,,,,,
scr1_phnum,screen_1_interview,,text,What is your phone number?,,,phone,,,y,[scr1_eligibility] = '1' and [scr1_prescr_consent] = '1' and ([scr1_hth1] = '0' or [scr1_hth1] = '997') and (([scr1_auto_age] > 18 or [scr1_auto_age] = 18) and ([scr1_auto_age] < 65 or [scr1_auto_age] = 65)) and ([scr1_livingin] = '0' or [scr1_livingin] = '1' or [scr1_livingin] = '2' or [scr1_livingin] = '3' or [scr1_livingin] = '4' or [scr1_livingin] = '5') and [scr1_leave] != '1' and (([scr1_race(c)] = '1' or [scr1_ethnicity] = '1') or (([scr1_race(c)] = '1') and ([scr1_race(a)] = '1' or [scr1_race(b)] = '1' or [scr1_race(d)] = '1' or [scr1_race(e)] = '1' or [scr1_race(f)] = '1' or [scr1_race(g)] = '1'))) and [scr1_lang] = '1' and [scr1_hivstat] = '1' and [scr1_firsthiv_6mths] != '1' and [scr1_lang] = '1' and [scr1_hivstat] = '1' and [scr1_firsthiv_6mths] != '1' and ([scr1_meds_past6wks] = '0' or ([scr1_meds_past6wks_q1] >= 0 and [scr1_meds_past6wks_q1] <= 50)) and ([scr1_provider] = '0' or (([scr1_firsthiv_recently] = '1' and ([scr1_appts] = 0 or [scr1_appts_miss_recently] > '0')) or ([scr1_firsthiv_recently] = '0' and ([scr1_appts] < 3 or [scr1_appts_apart] = '0' or [scr1_appts_miss_year] > '1')))) and ([scr1_noises] = '0' or [scr1_noises] = '1' or [scr1_noises] = '2') and [scr1_ineligibles] = '5',y,,,,,
scr1_int_notes,screen_1_interview,,notes,"<font color = ""red"">INTERVIEWER NOTES HERE: </font>
",,,,,,,([scr1_auto_age] < 36 and [rand_condition] = '1') or ([scr1_auto_age] >= 36 and [rand_condition] = '2'),,,,,,
scr2a_notcontinue_notif,screen_2a_interview,,descriptive,"<center><div class = ""red"">PARTICIPANT IS INELIGIBLE IN SCREENER 1 - <b>PARTICIPANT CANNOT CONTINUE WITH THE PROJECT</b></div></center>",,,,,,,[screen_1_arm_1][scr1_eligibility] = '0',,,,,,
scr2a_timestamp_auto,screen_2a_interview,SECOND SCREEN CONSENT FORM items,text,Auto datetime stamp,,,datetime_seconds_mdy,,,,,,,,,,@HIDDEN @TODAY @READONLY @NOW @READONLY
scr2a_date,screen_2a_interview,,text,Today's Date,,,date_mdy,,,,,y,,,,,
scr2a_consent_form,screen_2a_interview,,file,<div class = 'blue'>Upload SECOND screen consent</div>,,,,,,,[screen_1_arm_1][scr1_eligibility] = '1',y,,,,,
scr2a_consent_initial,screen_2a_interview,,radio,"Checking this box indicates my permission to store, use, and share my health information from this study in research databases or registries for future research conducted by NYU Silver School of Social Work or its research partners.","0, No, I do not give my permission | 1, Yes, I give my permission",,,,,,[screen_1_arm_1][scr1_eligibility] = '1',y,,,,,
scr2a_consent_sign,screen_2a_interview,,text,<div class = 'green'>Participant initials for HTH2 screening consent form</div>,,,alpha_only,,,,[screen_1_arm_1][scr1_eligibility] = '1',y,,,,,
scr2a_consent_contact,screen_2a_interview,,radio,"Do you agree to give us information so we can contact you in the future? You can decline to give us contact information, but you will need to give us contact information to participate in this study.","0, No | 1, Yes | 998, Refuse to Answer",,,,,,[screen_1_arm_1][scr1_eligibility] = '1',y,,,proof_cont_max,,
scr2a_consent_proof_status,screen_2a_interview,,radio,"Do you agree to show us proof of your HIV status? You can decline to provide proof of HIV status, but you will need to show us proof of your HIV status to participate in this study.","0, No | 1, Yes | 998, Refuse to Answer",,,,,,[screen_1_arm_1][scr1_eligibility] = '1',y,,,proof_cont_max,,
scr2a_consent_sample,screen_2a_interview,,radio,"Do you agree to give us a blood sample?  You can decline to give a blood sample, but you need to give us a blood sample to participate in this study.","0, No | 1, Yes | 998, Refuse to Answer",,,,,,[screen_1_arm_1][scr1_eligibility] = '1',y,,,proof_cont_max,,
scr2a_consent_sign_ppt,screen_2a_interview,,file,<div class = 'green''>PARTICIPANT signature for HTH2 screening consent form</div>,,,signature,,,y,[screen_1_arm_1][scr1_eligibility] = '1',y,,,,,
scr2a_consent_sign_staff,screen_2a_interview,,file,<div class = 'green'>STAFF signature for HTH2 screening consent form</div>,,,signature,,,,[screen_1_arm_1][scr1_eligibility] = '1',y,,,,,
scr2a_consent_sign_comp,screen_2a_interview,,yesno,Participant signature for HTH2 screening consent form obtained?,,,,,,,[screen_1_arm_1][scr1_eligibility] = '1',y,,,,,
scr2a_docs,screen_2a_interview,,yesno,"Do you have written documentation of your HIV status with you today and would you be willing to show it to the interviewer now? 

It could be your M11Q form, a letter from your testing site with your name, documentation of ADAP coverage in your name, copy of your most recent lab results or medical records or your current medications.",,,,,,,[screen_1_arm_1][scr1_eligibility] = '1' and [screen_1_arm_1][scr1_docs] <> '1',y,,,,,
scr2a_docs_choices,screen_2a_interview,,radio,"<div class=""red""><strong>NOTE TO INTERVIEWER:</strong> <br><br>Select the written document you have seen of participant HIV status.</div>



<div class=""red""><h5><strong>THE DOCUMENT MUST HAVE PARTICIPANT'S NAME</strong></h5></div>","1, M11Q Form | 2, HIV diagnosis letter on letterhead from testing site (NOT anonymous testing site) | 3, ADAP coverage in participant's name | 4, HIV Lab Results | 5, Full Medical Record with diagnosis and name | 6, HIV meds or Prescription w/ participant's name | 7, Other",,,,,,[scr2a_docs] = '1',y,,,,,
scr2a_docs_other,screen_2a_interview,,text,Please write the name of the written document you have seen that documents the participant's HIV status:,,,,,,,[scr2a_docs_choices] = '7',y,,,,,
scr2a_hairsampleconsent,screen_2a_interview,If you are found eligible to participate in the larger study: [NOTE: ADDITIONAL ELIGIBILITY CRITERIA],radio,Would you be willing to provide a few pieces of hair from your head that we will test for HIV medications? This test is only for the research and not for medical reasons.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[screen_1_arm_1][scr1_eligibility] = '0',y,,,consent_hth2_max,,
scr2a_bloodsampleconsent,screen_2a_interview,,radio,Would you be willing to have a sample of your blood taken by a needle so that we may test it for CD4 count and HIV viral load? This test is only for the research and not for medical reasons.,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[screen_1_arm_1][scr1_eligibility] = '1',y,,,consent_hth2_max,,
scr2a_mrfconsent,screen_2a_interview,,radio,"Would you be willing to let the study contact your medical provider, if you have one, to get information about your care? This is only for the research and not for medical reasons.","0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[screen_1_arm_1][scr1_eligibility] = '1',y,,,consent_hth2_max,,
scr2a_particpateconsent,screen_2a_interview,,radio,Would you be willing to participate in a one-time program (lasting about 1 hour) with a staff member where you learn more about the study and HIV disease and treatments?,"0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[screen_1_arm_1][scr1_eligibility] = '1',y,,,consent_hth2_max,,
sc2a_randconsent,screen_2a_interview,,radio,"Would you be willing to be randomly assigned, which means being chosen by chance, to participate in one or more programs that focus on HIV care and treatment, for between about 3 and 8 months?","0, No | 1, Yes | 997, Don't Know | 998, Refuse to Answer",,,,,,[screen_1_arm_1][scr1_eligibility] = '1',y,,,consent_hth2_max,,
scr2a_notif_ie,screen_2a_interview,"<div class=""red""><center><strong> FOR THE INTERVIEWER ONLY: </center></strong></div>",descriptive,"Participant is <div class = ""red""><font color= ""red""><center><strong><h3> INELIGIBLE </h3></center></strong></font></div>",,,,,,,[scr2a_consent_contact] = '0' or [scr2a_consent_contact] = '998' or [scr2a_consent_proof_status] = '0' or [scr2a_consent_proof_status] = '998' or [scr2a_consent_sample] = '0' or [scr2a_consent_sample] = '998' or [scr2a_consent_sign_comp] = '0' or ([scr2a_docs] <> '1' and ([screen_1_arm_1][scr1_docs] <> '1')) or [scr2a_hairsampleconsent] = '0' or [scr2a_bloodsampleconsent] = '998'  or [scr2a_bloodsampleconsent] = '0' or [scr2a_mrfconsent] = '0' or [scr2a_mrfconsent] = '998' or [scr2a_particpateconsent] = '0' or [scr2a_particpateconsent] = '998' or [sc2a_randconsent] = '0' or [sc2a_randconsent] = '998',,,,,,
scr2a_final_e,screen_2a_interview,,descriptive,"<div class = ""green""><center><strong><h3>Participant Is Eligible</h3></center></strong></div>",,,,,,,[scr2a_consent_contact] = '1' and [scr2a_consent_proof_status] = '1' and [scr2a_consent_sample] = '1' and [scr2a_consent_sign_comp] = '1' and ([scr2a_docs] = '1' or ([screen_1_arm_1][scr1_docs] = '1')) and [scr2a_bloodsampleconsent] = '1' and [scr2a_mrfconsent] = '1' and [scr2a_particpateconsent] = '1' and [sc2a_randconsent] = '1',,,,,,
scr2a_prelim_eligibility,screen_2a_interview,,radio,Is the participant preliminarily eligible?,"0, Not eligible| 1, Pre-eligible",,,,,,[screen_1_arm_1][scr1_eligibility] = '1',y,,,,,
scr2a_e_wrong_notif,screen_2a_interview,,descriptive,"<center><div class = ""red""><h3>PLEASE CHECK THE ELIGIBILITY NOTICE - THE PARTICIPANT <b><u>IS<font color = ""green""> ELIGIBLE</font></u></b>.</h3></div></center>",,,,,,,([scr2a_consent_contact] = '1' and [scr2a_consent_proof_status] = '1' and [scr2a_consent_sample] = '1' and [scr2a_consent_sign_comp] = '1' and ([scr2a_docs] = '1' or ([screen_1_arm_1][scr1_docs] = '1')) and [scr2a_bloodsampleconsent] = '1' and [scr2a_mrfconsent] = '1' and [scr2a_particpateconsent] = '1' and [sc2a_randconsent] = '1') and [scr2a_prelim_eligibility] = '0',,,,,,
scr2a_ie_wrong_notif,screen_2a_interview,,descriptive,"<center><div class = ""red""><h3>PLEASE CHECK THE ELIGIBILITY NOTICE - THE PARTICIPANT <b><u>IS<font color = ""red""> INELIGIBLE</font></u></b>.</h3></div></center>",,,,,,,([scr2a_consent_contact] = '0' or [scr2a_consent_contact] = '998' or [scr2a_consent_proof_status] = '0' or [scr2a_consent_proof_status] = '998' or [scr2a_consent_sample] = '0' or [scr2a_consent_sample] = '998' or [scr2a_consent_sign_comp] = '0' or ([scr2a_docs] <> '1' and ([screen_1_arm_1][scr1_docs] <> '1')) or [scr2a_bloodsampleconsent] = '998'  or [scr2a_bloodsampleconsent] = '0' or [scr2a_mrfconsent] = '0' or [scr2a_mrfconsent] = '998' or [scr2a_particpateconsent] = '0' or [scr2a_particpateconsent] = '998' or [sc2a_randconsent] = '0' or [sc2a_randconsent] = '998') and [scr2a_prelim_eligibility] = '1',,,,,,
loc_date,locator_form,"An important part of the HTH2 project is that we can reach you in the future. If you recruit peers, we need to be able to reach you so you get your compensation.<br>In order to do this, we need as much contact information for you as possible, in case anything changes like your phone number or your living situation. So we are asking for your contact information as well as names, addresses and phone numbers of your friends, counselors, doctors, job, or family members - any people in New York or elsewhere - who you have regular contact with and who could help us reach you if necessary.<br><br>If you don't feel comfortable with us contacting you through a certain person or in a certain way, <b> please don't give us that information </b>.<br><br>Whenever we try to contact you or any of your contacts, we will just say you are a part of a ""community health project"" and won't mention any information about you, what the HTH2 Project is about, or the names of any specific agencies in order to protect your confidentiality. Do you have any questions? Now we'll ask you for your contact information and then information for at least 3 other people who, if we can't get in touch with you directly, may be able to help us reach you.<br><br><div class = ""red""><b>NOTE</b> to Interviewer: Attempt to get <b>three</b> different sources of tracking information </div>",text,"Today's Date:

(date Locator form started)",,,date_mdy,,,,,,,,,,
loc_date_update,locator_form,,text,"Date of Locator form update

(Update this date every time Locator form is updated)",,,date_mdy,,,,,,,,,,
loc_fname,locator_form,,text,First Name,,,,,,y,,y,,,,,
loc_lname,locator_form,,text,Last Name,,,,,,y,,y,,,,,
loc_dob,locator_form,,text,Date of Birth,,,date_mdy,,,y,,y,,,,,@HIDEBUTTON
loc_q5,locator_form,,notes,What is your current mailing address?,,,,,,y,,y,,,,,
loc_q6,locator_form,,radio,Do you plan to be at this address for the next 6 months?,"0, No | 1, Yes",,,,,,,y,,,,,
loc_q7,locator_form,,text,Where do you think you will go next?,,,,,,y,[loc_q6] = '0',,,,,,
loc_q8,locator_form,,checkbox,"Who, if anyone, do you live with at this address?","0, By Myself | 1, Mother | 2, Father | 3, Daughter(s) | 4, Son(s) | 5, Spouse | 6, Partner | 7, Friend | 8, Other",,,,,,,,,,,,
loc_q9,locator_form,,text,"If Other, What is your relationship to this person?",,,,,,,[loc_q8(8)] = '1',,,,,,
loc_q10,locator_form,,text,What is your [loc_q9] name?,,,,,,y,[loc_q8(8)] = '1',,,,,,
loc_q11,locator_form,,text,What is your Mother's name?,,,,,,y,[loc_q8(1)] = '1',,,,,,
loc_q12,locator_form,,text,What is your Father's name?,,,,,,y,[loc_q8(2)] = '1',,,,,,
loc_q13,locator_form,,text,What is your Daughter(s) name?,,,,,,y,[loc_q8(3)] = '1',,,,,,
loc_q14,locator_form,,text,What is your Son(s) name?,,,,,,y,[loc_q8(4)] = '1',,,,,,
loc_q15,locator_form,,text,What is your Spouse's name?,,,,,,y,[loc_q8(5)] = '1',,,,,,
loc_q16,locator_form,,text,What is your Partner's name?,,,,,,y,[loc_q8(6)] = '1',,,,,,
loc_q17,locator_form,,text,What is your Friend's name?,,,,,,y,[loc_q8(7)] = '1',,,,,,
loc_q18,locator_form,,text,What is your cell phone #:,,,phone,,,y,,,,,,,
loc_q19,locator_form,,radio,May we text you at this cell phone number?,"0, No | 1, Yes",,,,,,,,,,,,
loc_q20,locator_form,,text,What is your home phone #:,,,phone,,,y,,,,,,,
loc_q21,locator_form,,text,What is your work phone #:,,,phone,,,y,,,,,,,
loc_q22,locator_form,,text,What is the Name of your employer?,,,,,,y,,,,,,,
loc_q23,locator_form,,radio,Do you have an e-mail address and can we send you private email messages?,"0, No | 1, Yes",,,,,y,,,,,,,
loc_q24,locator_form,,text,What is your email address?,,,,,,y,[loc_q23] = '1',,,,,,
loc_q25,locator_form,,radio,Are you on Facebook and can we send you private Facebook messages?,"0, No | 1, Yes",,,,,,,,,,,,
loc_q26,locator_form,,text,What is your Facebook name?,,,,,,y,[loc_q25] = '1',,,,,,
loc_q27,locator_form,"Best Personal Contact:

Who is the person most likely to know where you are in the future? This can be a friend or family member.",text,First Name,,,,,,y,,,,,,,
loc_q28,locator_form,,text,Last Name,,,,,,y,,,,,,,
loc_q29,locator_form,,checkbox,Relationship,"0, Spouse/Partner | 1, Boyfriend/Girlfriend | 2, Friend | 3, Parent | 4, Child | 5, Other Family member | 6, Other",,,,,,,,,,,,
loc_q30,locator_form,,text,"If Other, Please Specify:",,,,,,,[loc_q29(6)] = '1',,,,,,
loc_q31,locator_form,,text,Enter in their Cell Phone #:,,,phone,,,y,,,,,,,
loc_q32,locator_form,,text,Enter in their Home Phone #:,,,phone,,,y,,,,,,,
loc_q33,locator_form,,notes,Enter in their address:,,,,,,y,,,,,,,
loc_q34,locator_form,"Family Contact:

Who is a Family Member most likely to know where you are in the future? (In addition to any family member you've already given us contact information for)",text,First Name,,,,,,y,,,,,,,
loc_q35,locator_form,,text,Last Name,,,,,,y,,,,,,,
loc_q36,locator_form,,checkbox,Relationship,"0, Parent | 1, Child | 2, Other Family member | 3, Other",,,,,,,,,,,,
loc_q37,locator_form,,text,"If Other, Please Specify:",,,,,,,[loc_q36(3)] = '1',,,,,,
loc_q38,locator_form,,text,Enter in their Cell Phone #:,,,phone,,,y,,,,,,,
loc_q39,locator_form,,text,Enter in their Home Phone #:,,,phone,,,y,,,,,,,
loc_q40,locator_form,,notes,Enter in their address:,,,,,,y,,,,,,,
loc_q41,locator_form,"Other Contact:

Please give me some other way to reach you in the future, this could be a friend, neighbor, family member, someone you see on a regular basis.",text,First Name,,,,,,y,,,,,,,
loc_q42,locator_form,,text,Last Name,,,,,,y,,,,,,,
loc_q43,locator_form,,checkbox,Relationship,"0, Spouse/Partner | 1, Boyfriend/Girlfriend | 2, Friend | 3, Parent | 4, Child | 5, Other Family member | 6, Other",,,,,,,,,,,,
loc_q44,locator_form,,text,"If Other, Please Specify:",,,,,,,[loc_q43(6)] = '1',,,,,,
loc_q45,locator_form,,text,Enter in their Cell Phone #:,,,phone,,,y,,,,,,,
